monto,plazo_meses,sexo,educacion,edo_civil,edad,saldo,default
500000,52,mujer,primaria,casado,38,534309,0
290000,49,mujer,secundaria,divorciado,24,1358567,0
100000,30,hombre,universitaria,divorciado,29,131005,0
480000,49,hombre,primaria,casado,61,576204,0
110000,16,mujer,universitaria,divorciado,33,409004,0
350000,51,mujer,primaria,divorciado,24,645545,1
70000,14,hombre,secundaria,viudo,34,330313,0
290000,54,hombre,secundaria,casado,38,560714,0
210000,56,mujer,secundaria,divorciado,34,47795,0
240000,53,hombre,primaria,casado,38,97362,0
260000,17,mujer,secundaria,casado,49,0,0
80000,49,hombre,secundaria,divorciado,27,157394,0
50000,34,hombre,secundaria,casado,38,188376,0
10000,32,hombre,universitaria,divorciado,28,47909,1
50000,54,mujer,doctorado,casado,45,241732,0
200000,46,mujer,secundaria,casado,39,34977,0
400000,27,mujer,secundaria,casado,39,644979,0
210000,35,mujer,primaria,casado,37,130011,1
500000,40,hombre,primaria,divorciado,42,0,1
60000,30,hombre,universitaria,casado,55,0,0
150000,41,mujer,secundaria,divorciado,25,955485,0
60000,37,mujer,primaria,divorciado,26,251717,0
450000,32,hombre,maestria,casado,35,1223719,0
430000,54,mujer,secundaria,casado,42,1865774,1
50000,27,mujer,secundaria,divorciado,30,24781,0
80000,44,mujer,secundaria,divorciado,23,11265,0
200000,47,hombre,universitaria,casado,36,174128,1
60000,34,mujer,secundaria,divorciado,25,142858,0
50000,54,hombre,secundaria,casado,48,216852,0
150000,58,mujer,primaria,casado,35,214185,0
200000,43,mujer,primaria,divorciado,26,15064,0
80000,48,hombre,secundaria,casado,29,476602,1
30000,60,mujer,secundaria,viudo,41,136050,0
200000,32,mujer,secundaria,divorciado,33,89524,0
170000,17,mujer,primaria,divorciado,30,133081,0
130000,45,hombre,secundaria,casado,52,563358,0
180000,31,mujer,secundaria,divorciado,28,700139,0
160000,20,hombre,primaria,divorciado,27,97723,0
20000,24,mujer,universitaria,divorciado,29,14256,0
250000,29,hombre,primaria,divorciado,42,1448522,0
150000,17,hombre,primaria,divorciado,28,13188,0
180000,24,hombre,primaria,casado,35,12485,0
120000,17,hombre,primaria,divorciado,27,260874,0
430000,18,mujer,primaria,casado,42,17848,0
200000,55,hombre,primaria,casado,38,969917,0
20000,15,mujer,universitaria,divorciado,38,58485,0
370000,42,mujer,primaria,casado,42,1330324,0
30000,55,mujer,universitaria,divorciado,25,112570,0
180000,26,mujer,primaria,divorciado,25,55718,0
360000,15,hombre,primaria,casado,48,24991,0
260000,39,mujer,primaria,divorciado,33,1328346,0
200000,38,mujer,primaria,divorciado,25,838576,0
50000,19,mujer,secundaria,casado,39,183628,0
50000,51,mujer,secundaria,divorciado,22,300107,1
270000,57,hombre,primaria,divorciado,33,141163,0
10000,30,mujer,secundaria,divorciado,22,58443,1
390000,44,hombre,primaria,casado,38,97617,0
350000,28,mujer,primaria,casado,50,223042,0
350000,43,hombre,primaria,casado,40,164320,0
300000,39,hombre,secundaria,divorciado,33,1561632,0
50000,21,hombre,secundaria,divorciado,38,150250,0
250000,21,mujer,primaria,casado,35,465608,0
360000,42,hombre,primaria,divorciado,33,53912,0
180000,58,mujer,primaria,casado,42,2062,0
150000,33,hombre,especializacion,casado,41,452217,0
250000,41,mujer,secundaria,casado,35,1290268,0
200000,32,hombre,universitaria,divorciado,29,67697,0
260000,30,mujer,primaria,casado,46,8363,1
150000,22,mujer,primaria,divorciado,52,879965,1
400000,16,mujer,primaria,divorciado,36,149632,0
20000,30,hombre,secundaria,casado,32,85035,0
90000,12,mujer,universitaria,divorciado,25,270263,0
200000,40,hombre,universitaria,casado,34,462244,0
70000,24,mujer,primaria,divorciado,27,399028,0
80000,58,hombre,secundaria,casado,49,43828,0
240000,12,hombre,primaria,divorciado,43,569031,0
200000,60,mujer,primaria,divorciado,28,113634,0
270000,17,mujer,primaria,divorciado,29,627251,0
210000,21,mujer,primaria,casado,32,0,0
140000,49,hombre,secundaria,divorciado,24,167726,1
120000,57,hombre,universitaria,casado,36,207159,0
130000,16,mujer,primaria,casado,36,478817,1
70000,15,mujer,universitaria,soltero,34,111857,0
80000,24,hombre,secundaria,divorciado,24,133688,0
170000,49,hombre,primaria,casado,38,0,1
300000,18,mujer,primaria,divorciado,33,4104,0
380000,59,hombre,primaria,casado,37,31127,0
110000,25,mujer,primaria,divorciado,26,316322,0
80000,15,mujer,primaria,divorciado,24,89585,0
20000,38,hombre,secundaria,divorciado,30,88457,0
200000,31,hombre,primaria,divorciado,28,2755,0
360000,44,hombre,universitaria,casado,62,1128634,0
170000,24,mujer,secundaria,divorciado,50,28496,0
500000,47,mujer,primaria,casado,46,1174658,0
50000,54,mujer,secundaria,divorciado,24,170876,0
50000,42,hombre,universitaria,casado,52,251863,0
80000,15,mujer,universitaria,casado,26,215376,0
50000,56,hombre,primaria,divorciado,31,277092,0
30000,49,mujer,secundaria,divorciado,23,179497,1
30000,25,hombre,secundaria,casado,41,54951,0
20000,52,hombre,universitaria,divorciado,23,102721,1
500000,25,hombre,primaria,divorciado,29,2383680,0
170000,41,mujer,universitaria,casado,42,38258,0
20000,45,mujer,primaria,divorciado,23,11250,0
90000,60,hombre,universitaria,divorciado,50,363004,0
230000,24,hombre,primaria,casado,35,3454,1
210000,38,mujer,secundaria,divorciado,35,1055722,0
20000,18,hombre,secundaria,divorciado,23,133477,0
60000,28,mujer,secundaria,casado,48,57071,0
300000,36,mujer,secundaria,casado,29,49724,0
50000,60,hombre,primaria,divorciado,30,287907,0
50000,43,hombre,secundaria,divorciado,35,126553,1
500000,53,hombre,primaria,casado,61,220550,0
490000,28,hombre,primaria,divorciado,30,1542958,0
110000,52,mujer,universitaria,casado,29,598371,0
360000,26,mujer,secundaria,casado,27,34599,1
80000,50,mujer,secundaria,casado,42,298043,0
180000,51,mujer,primaria,divorciado,27,1004112,1
180000,48,mujer,primaria,divorciado,27,77646,0
70000,33,mujer,secundaria,divorciado,22,370592,0
140000,15,hombre,secundaria,divorciado,26,409443,0
340000,14,mujer,primaria,divorciado,30,112428,0
70000,28,mujer,secundaria,divorciado,36,24687,1
300000,45,hombre,primaria,divorciado,34,1562660,1
20000,23,mujer,secundaria,divorciado,23,127377,1
170000,43,mujer,secundaria,casado,42,9330,0
280000,36,mujer,primaria,casado,44,936922,0
90000,36,mujer,universitaria,divorciado,50,412568,0
160000,17,mujer,secundaria,divorciado,27,836,1
300000,28,mujer,primaria,divorciado,46,0,1
60000,43,hombre,primaria,casado,38,382447,1
210000,40,hombre,primaria,casado,46,283733,0
130000,49,mujer,secundaria,casado,29,723882,0
160000,59,mujer,primaria,divorciado,35,7538,0
20000,19,mujer,primaria,divorciado,37,15400,1
240000,47,mujer,secundaria,casado,40,64938,0
340000,45,mujer,primaria,casado,38,581331,0
150000,46,hombre,primaria,casado,42,913345,0
180000,23,hombre,primaria,casado,46,207476,0
300000,19,mujer,primaria,divorciado,26,466231,0
180000,40,hombre,secundaria,casado,44,13320,0
50000,19,mujer,secundaria,divorciado,22,222168,0
50000,22,mujer,universitaria,casado,55,202305,0
340000,32,hombre,primaria,casado,37,130503,0
190000,15,hombre,primaria,divorciado,31,2537,1
180000,44,mujer,primaria,casado,43,142726,0
20000,49,hombre,universitaria,divorciado,28,41129,1
450000,19,hombre,secundaria,divorciado,29,419105,0
100000,36,mujer,primaria,divorciado,30,536314,0
80000,34,hombre,secundaria,divorciado,26,337086,0
10000,27,hombre,universitaria,divorciado,36,53768,1
20000,26,mujer,secundaria,divorciado,22,44600,0
260000,20,mujer,secundaria,casado,53,850954,1
150000,20,hombre,universitaria,casado,52,581034,1
500000,46,mujer,primaria,divorciado,34,242347,0
110000,24,mujer,primaria,casado,46,63220,0
160000,41,hombre,secundaria,casado,32,613699,0
200000,50,mujer,secundaria,divorciado,36,663485,0
190000,43,mujer,primaria,casado,45,478850,0
180000,48,mujer,primaria,divorciado,28,72874,1
50000,47,mujer,primaria,divorciado,25,179009,1
100000,19,hombre,universitaria,casado,54,419625,0
130000,52,mujer,secundaria,divorciado,29,777625,1
120000,23,hombre,secundaria,casado,58,4752,0
340000,34,mujer,universitaria,divorciado,37,1671863,0
20000,53,hombre,secundaria,divorciado,22,86781,0
30000,23,hombre,secundaria,casado,34,177089,1
250000,36,hombre,secundaria,casado,44,61300,0
70000,44,mujer,secundaria,divorciado,25,252140,0
50000,37,mujer,secundaria,viudo,47,242237,0
280000,24,hombre,primaria,casado,60,3756,0
500000,50,mujer,secundaria,casado,46,441998,0
140000,55,mujer,secundaria,casado,50,863363,0
200000,43,mujer,secundaria,divorciado,31,891859,0
50000,39,hombre,secundaria,casado,36,14400,1
320000,31,hombre,primaria,casado,58,4488,0
50000,60,mujer,universitaria,casado,59,284194,0
30000,31,hombre,secundaria,viudo,49,57538,0
100000,45,mujer,primaria,divorciado,25,99447,0
340000,47,hombre,secundaria,divorciado,44,2172068,1
350000,26,mujer,secundaria,casado,38,115778,0
20000,30,hombre,secundaria,divorciado,24,45404,1
110000,47,hombre,primaria,divorciado,26,665358,0
290000,22,mujer,secundaria,divorciado,29,1576768,0
40000,53,hombre,secundaria,divorciado,26,101132,1
120000,27,hombre,especializacion,casado,39,389740,1
190000,29,hombre,primaria,casado,55,44376,0
150000,14,mujer,secundaria,divorciado,23,624184,0
300000,26,mujer,primaria,divorciado,42,27153,0
240000,14,mujer,secundaria,casado,32,139331,0
60000,27,mujer,secundaria,casado,33,322845,1
150000,39,hombre,secundaria,divorciado,29,478357,0
80000,37,mujer,universitaria,divorciado,47,705767,0
160000,36,mujer,secundaria,casado,43,41134,0
200000,14,hombre,primaria,casado,30,723308,0
90000,50,hombre,secundaria,casado,42,579682,0
360000,13,hombre,secundaria,casado,38,0,0
350000,19,mujer,secundaria,casado,38,59647,0
30000,41,mujer,universitaria,casado,51,137463,0
40000,14,hombre,universitaria,divorciado,23,68744,0
160000,42,hombre,secundaria,divorciado,24,35518,0
200000,14,hombre,secundaria,divorciado,40,132935,0
330000,59,hombre,primaria,divorciado,33,882145,0
500000,55,hombre,primaria,casado,47,150797,0
500000,59,mujer,secundaria,casado,28,231758,0
460000,57,mujer,primaria,casado,54,447235,0
120000,21,mujer,primaria,divorciado,27,46112,0
130000,44,mujer,secundaria,casado,45,21060,0
20000,53,hombre,primaria,divorciado,22,100071,0
170000,23,hombre,primaria,casado,41,579597,0
50000,50,mujer,primaria,casado,29,248266,0
50000,58,hombre,secundaria,casado,36,34943,1
50000,58,hombre,universitaria,casado,43,114586,0
220000,29,mujer,primaria,divorciado,36,41763,0
260000,16,mujer,universitaria,divorciado,38,130179,0
500000,43,mujer,primaria,casado,54,2549670,0
20000,30,mujer,secundaria,divorciado,25,115218,0
20000,56,hombre,universitaria,divorciado,40,32472,1
80000,44,hombre,secundaria,divorciado,25,126765,0
500000,53,hombre,secundaria,casado,35,31863,0
160000,43,hombre,primaria,divorciado,27,165,1
200000,40,hombre,secundaria,divorciado,27,46849,0
50000,57,mujer,primaria,casado,34,285544,0
20000,55,hombre,secundaria,divorciado,25,99989,1
170000,55,mujer,secundaria,casado,38,710196,0
10000,18,hombre,primaria,divorciado,23,3510,1
20000,25,mujer,universitaria,divorciado,28,136129,1
150000,19,mujer,secundaria,divorciado,29,36791,0
470000,45,mujer,primaria,casado,47,2779877,0
200000,49,mujer,primaria,casado,32,248961,0
130000,18,mujer,primaria,divorciado,27,152215,0
70000,23,mujer,universitaria,divorciado,40,98150,0
270000,59,mujer,secundaria,casado,34,1044663,0
150000,25,hombre,universitaria,divorciado,27,319027,1
240000,14,mujer,primaria,casado,41,27305,0
100000,42,mujer,secundaria,casado,60,1926,0
200000,21,hombre,primaria,casado,40,106555,1
220000,42,hombre,primaria,divorciado,33,171549,0
70000,49,hombre,universitaria,casado,69,84503,1
260000,25,hombre,secundaria,divorciado,44,389637,0
180000,55,mujer,primaria,divorciado,29,817292,0
210000,24,mujer,universitaria,divorciado,35,41337,0
130000,53,mujer,secundaria,casado,36,607751,0
320000,59,mujer,secundaria,casado,39,807390,0
30000,56,mujer,secundaria,divorciado,27,73523,1
50000,17,mujer,secundaria,divorciado,25,290349,0
380000,42,mujer,secundaria,divorciado,27,556465,0
20000,57,mujer,secundaria,divorciado,22,60750,1
50000,38,hombre,secundaria,divorciado,31,118453,0
140000,33,mujer,primaria,divorciado,28,95063,0
150000,44,mujer,universitaria,casado,46,0,1
370000,50,hombre,primaria,divorciado,36,1653480,1
100000,35,mujer,primaria,casado,41,169627,0
100000,51,hombre,universitaria,divorciado,27,443540,0
50000,35,hombre,secundaria,casado,29,161821,1
400000,21,mujer,primaria,divorciado,33,58690,0
250000,41,mujer,primaria,casado,43,293412,0
150000,15,mujer,universitaria,casado,45,69418,0
120000,33,hombre,universitaria,divorciado,37,737522,1
260000,36,mujer,primaria,divorciado,31,742772,0
90000,16,mujer,secundaria,divorciado,23,334149,0
130000,49,hombre,primaria,casado,39,11594,0
50000,51,mujer,secundaria,divorciado,29,296870,1
120000,49,mujer,secundaria,casado,29,757584,1
140000,21,hombre,universitaria,divorciado,33,29733,0
170000,38,mujer,primaria,divorciado,34,759193,0
330000,31,mujer,universitaria,divorciado,31,99533,0
210000,27,hombre,secundaria,casado,33,321832,1
300000,47,hombre,primaria,casado,39,159976,1
130000,39,mujer,secundaria,casado,39,528609,0
360000,25,mujer,primaria,divorciado,29,81544,0
150000,43,hombre,secundaria,divorciado,26,128684,0
90000,49,mujer,secundaria,divorciado,33,388899,1
260000,14,mujer,primaria,casado,61,-45751,0
30000,37,mujer,universitaria,casado,21,177486,1
80000,56,mujer,secundaria,casado,45,501319,0
500000,38,mujer,primaria,casado,33,336660,0
20000,41,mujer,secundaria,casado,33,50413,0
60000,35,hombre,universitaria,divorciado,36,168888,0
210000,44,hombre,secundaria,divorciado,37,123574,0
50000,20,hombre,primaria,divorciado,24,204953,1
350000,33,hombre,secundaria,divorciado,32,1278510,0
200000,14,hombre,secundaria,divorciado,37,0,0
280000,25,mujer,primaria,divorciado,28,396427,0
230000,33,hombre,primaria,casado,41,52032,0
200000,23,mujer,primaria,casado,35,1308857,1
220000,44,mujer,primaria,casado,32,1303838,0
160000,30,mujer,secundaria,divorciado,30,70086,0
200000,41,mujer,secundaria,divorciado,29,900491,0
60000,28,mujer,secundaria,casado,45,285422,0
60000,13,mujer,universitaria,casado,33,261453,0
380000,42,hombre,primaria,casado,36,304179,0
240000,45,hombre,primaria,casado,38,1380,0
70000,30,mujer,secundaria,divorciado,30,73185,0
180000,29,mujer,universitaria,casado,33,751920,0
150000,33,mujer,secundaria,divorciado,42,151284,0
140000,18,hombre,primaria,divorciado,34,811881,1
200000,46,hombre,secundaria,divorciado,25,639112,1
130000,23,mujer,primaria,divorciado,24,710789,1
180000,53,mujer,secundaria,casado,30,47006,0
50000,27,mujer,secundaria,divorciado,30,18628,0
80000,45,mujer,secundaria,divorciado,24,0,0
40000,35,mujer,secundaria,casado,23,203454,0
210000,46,mujer,primaria,casado,36,167,0
150000,22,mujer,primaria,divorciado,29,34883,0
280000,19,mujer,primaria,divorciado,62,15000,1
100000,46,hombre,secundaria,divorciado,28,334968,0
100000,48,hombre,secundaria,casado,33,434923,1
50000,43,hombre,universitaria,divorciado,23,68488,1
150000,12,mujer,universitaria,casado,25,193413,0
20000,12,hombre,primaria,divorciado,40,116410,0
270000,32,mujer,primaria,casado,50,56435,0
20000,59,mujer,secundaria,casado,28,4290,1
50000,47,mujer,primaria,divorciado,28,228722,1
250000,59,hombre,secundaria,casado,53,1105884,0
80000,27,mujer,primaria,divorciado,33,258894,0
400000,54,hombre,secundaria,casado,40,2364185,1
50000,22,hombre,primaria,divorciado,35,124618,0
50000,28,mujer,secundaria,casado,53,64049,0
50000,55,mujer,primaria,casado,34,235032,0
280000,56,mujer,secundaria,casado,44,1431919,0
240000,22,mujer,primaria,divorciado,29,2321,1
30000,19,mujer,secundaria,casado,27,127507,1
250000,47,hombre,primaria,divorciado,29,19704,0
150000,59,mujer,primaria,viudo,55,6226,0
60000,23,mujer,secundaria,divorciado,23,183328,0
50000,32,hombre,secundaria,casado,35,3576,0
160000,30,hombre,secundaria,casado,33,719935,0
100000,32,hombre,secundaria,casado,44,41793,0
70000,57,hombre,primaria,divorciado,31,383763,0
200000,16,mujer,secundaria,divorciado,35,7859,0
500000,56,mujer,primaria,divorciado,51,85689,0
180000,30,mujer,primaria,divorciado,28,60927,0
30000,28,hombre,primaria,divorciado,31,119641,0
360000,55,hombre,primaria,casado,51,2020671,0
150000,20,hombre,primaria,divorciado,36,627024,0
80000,38,hombre,secundaria,divorciado,26,500238,1
150000,55,mujer,primaria,divorciado,25,83900,0
230000,32,hombre,secundaria,casado,50,30970,0
100000,35,mujer,secundaria,divorciado,36,19436,0
60000,60,mujer,universitaria,casado,36,255745,1
50000,24,hombre,primaria,divorciado,23,76998,0
20000,35,hombre,secundaria,divorciado,22,95670,1
290000,37,mujer,primaria,divorciado,30,1886,0
110000,53,hombre,primaria,divorciado,29,617333,0
50000,59,mujer,secundaria,divorciado,22,143460,0
230000,22,mujer,secundaria,casado,43,1324132,1
50000,42,hombre,secundaria,divorciado,30,800,1
150000,26,mujer,secundaria,divorciado,26,29808,0
20000,56,hombre,secundaria,casado,40,36128,1
90000,13,mujer,universitaria,casado,45,363019,1
60000,27,mujer,primaria,divorciado,26,-1080,0
80000,55,hombre,primaria,divorciado,26,160290,0
280000,17,hombre,secundaria,casado,25,439728,0
230000,53,mujer,primaria,casado,36,3240,0
100000,30,mujer,universitaria,divorciado,58,322205,0
80000,42,mujer,primaria,divorciado,24,7478,0
60000,43,mujer,secundaria,casado,41,287611,0
70000,12,hombre,secundaria,casado,35,372751,0
110000,15,mujer,secundaria,casado,49,451349,0
60000,22,hombre,secundaria,divorciado,26,28944,0
110000,46,hombre,secundaria,divorciado,26,235788,0
120000,23,hombre,universitaria,casado,54,3792,0
280000,41,mujer,secundaria,divorciado,43,25369,0
50000,52,mujer,secundaria,divorciado,23,192720,0
20000,12,mujer,primaria,divorciado,22,49013,0
240000,46,mujer,primaria,divorciado,30,64378,0
